id_votacao,nome,uf,partido,voto
2231632-97,Prof. Reginaldo Veras,DF,PV,Sim
2231632-97,Meire Serafim,AC,UNIÃO,Sim
2231632-97,Daniel Trzeciak,RS,PSDB,Sim
2231632-97,Reginete Bispo,RS,PT,Sim
2231632-97,Laura Carneiro,RJ,PSD,Sim
2231632-97,Domingos Sávio,MG,PL,Não
2231632-97,Jadyel Alencar,PI,PV,Sim
2231632-97,Tiririca,SP,PL,Não
2231632-97,Mário Heringer,MG,PDT,Sim
2231632-97,Paulinho Freire,RN,UNIÃO,Sim
2231632-97,Tadeu Veneri,PR,PT,Sim
2231632-97,Cobalchini,SC,MDB,Não
2231632-97,Toninho Wandscheer,PR,PP,Sim
2231632-97,Pastor Eurico,PE,PL,Sim
2231632-97,Juarez Costa,MT,MDB,Não
2231632-97,Mário Negromonte Jr.,BA,PP,Sim
2231632-97,Eli Borges,TO,PL,Não
2231632-97,Marcio Alvino,SP,PL,Não
2231632-97,Cristiane Lopes,RO,UNIÃO,Não
2231632-97,Danrlei de Deus Hinterholz,RS,PSD,Não
2231632-97,Samuel Viana,MG,PL,Não
2231632-97,Alberto Mourão,SP,MDB,Sim
2231632-97,Dr. Ismael Alexandrino,GO,PSD,Não
2231632-97,Júnior Ferrari,PA,PSD,Não
2231632-97,Clodoaldo Magalhães,PE,PV,Sim
2231632-97,Marco Brasil,PR,PP,Sim
2231632-97,Any Ortiz,RS,CIDADANIA,Não
2231632-97,Keniston Braga,PA,MDB,Sim
2231632-97,Ricardo Maia,BA,MDB,Sim
2231632-97,Daniel Agrobom,GO,PL,Não
2231632-97,Luiz Fernando Faria,MG,PSD,Sim
2231632-97,Allan Garcês,MA,PP,Não
2231632-97,Dani Cunha,RJ,UNIÃO,Não
2231632-97,Pedro Westphalen,RS,PP,Não
2231632-97,Arlindo Chinaglia,SP,PT,Sim
2231632-97,Antônia Lúcia,AC,REPUBLICANOS,Não
2231632-97,José Priante,PA,MDB,Sim
2231632-97,Paulo Marinho Jr,MA,PL,Não
2231632-97,Acácio Favacho,AP,MDB,Sim
2231632-97,Alexandre Lindenmeyer,RS,PT,Sim
2231632-97,Sidney Leite,AM,PSD,Sim
2231632-97,Jilmar Tatto,SP,PT,Sim
2231632-97,Zeca Dirceu,PR,PT,Sim
2231632-97,Carlos Veras,PE,PT,Sim
2231632-97,Silvye Alves,GO,UNIÃO,Sim
2231632-97,Sergio Souza,PR,MDB,Não
2231632-97,Sargento Portugal,RJ,PODE,Não
2231632-97,Dr. Frederico,MG,PATRIOTA,Não
2231632-97,Eduardo Velloso,AC,UNIÃO,Não
2231632-97,Gisela Simona,MT,UNIÃO,Sim
2231632-97,Raimundo Santos,PA,PSD,Não
2231632-97,Vander Loubet,MS,PT,Sim
2231632-97,Misael Varella,MG,PSD,Sim
2231632-97,Renata Abreu,SP,PODE,Sim
2231632-97,Rafael Prudente,DF,MDB,Não
2231632-97,Eunício Oliveira,CE,MDB,Sim
2231632-97,Coronel Meira,PE,PL,Não
2231632-97,Fabio Reis,SE,PSD,Sim
2231632-97,Tião Medeiros,PR,PP,Não
2231632-97,Valmir Assunção,BA,PT,Sim
2231632-97,Aguinaldo Ribeiro,PB,PP,Sim
2231632-97,Danilo Forte,CE,UNIÃO,Sim
2231632-97,Cezinha de Madureira,SP,PSD,Não
2231632-97,Marcos Pollon,MS,PL,Não
2231632-97,Luiz Carlos Hauly,PR,PODE,Não
2231632-97,Greyce Elias,MG,AVANTE,Não
2231632-97,Márcio Honaiser,MA,PDT,Sim
2231632-97,Delegado Matheus Laiola,PR,UNIÃO,Sim
2231632-97,André Ferreira,PE,PL,Não
2231632-97,Rafael Simoes,MG,UNIÃO,Não
2231632-97,Rodrigo Gambale,SP,PODE,Sim
2231632-97,Rosangela Moro,SP,UNIÃO,Não
2231632-97,João Leão,BA,PP,Sim
2231632-97,Felipe Becari,SP,UNIÃO,Sim
2231632-97,André Fernandes,CE,PL,Não
2231632-97,Castro Neto,PI,PSD,Sim
2231632-97,Paulo Abi-Ackel,MG,PSDB,Sim
2231632-97,Euclydes Pettersen,MG,REPUBLICANOS,Sim
2231632-97,Ely Santos,SP,REPUBLICANOS,Não
2231632-97,Lucas Redecker,RS,PSDB,Não
2231632-97,Alberto Fraga,DF,PL,Não
2231632-97,Damião Feliciano,PB,UNIÃO,Sim
2231632-97,Átila Lins,AM,PSD,Sim
2231632-97,Marreca Filho,MA,PATRIOTA,Sim
2231632-97,Yury do Paredão,CE,S.PART.,Sim
2231632-97,Ivoneide Caetano,BA,PT,Sim
2231632-97,Marcon,RS,PT,Sim
2231632-97,Felipe Francischini,PR,UNIÃO,Não
2231632-97,Celso Sabino,PA,UNIÃO,Sim
2231632-97,Adriana Ventura,SP,NOVO,Não
2231632-97,Henderson Pinto,PA,MDB,Não
2231632-97,Jandira Feghali,RJ,PCdoB,Sim
2231632-97,Professor Alcides,GO,PL,Não
2231632-97,Ismael,SC,PSD,Não
2231632-97,Pezenti,SC,MDB,Não
2231632-97,Wilson Santiago,PB,REPUBLICANOS,Não
2231632-97,Stefano Aguiar,MG,PSD,Não
2231632-97,Delegada Ione,MG,AVANTE,Não
2231632-97,Geraldo Resende,MS,PSDB,Sim
2231632-97,Evair Vieira de Melo,ES,PP,Não
2231632-97,Abilio Brunini,MT,PL,Sim
2231632-97,Antonio Carlos Rodrigues,SP,PL,Não
2231632-97,Emidinho Madeira,MG,PL,Não
2231632-97,Kim Kataguiri,SP,UNIÃO,Não
2231632-97,Benes Leocádio,RN,UNIÃO,Sim
2231632-97,Dagoberto Nogueira,MS,PSDB,Sim
2231632-97,Vitor Lippi,SP,PSDB,Sim
2231632-97,Darci de Matos,SC,PSD,Não
2231632-97,Rodrigo Estacho,PR,PSD,Sim
2231632-97,Rodrigo Valadares,SE,UNIÃO,Não
2231632-97,Maria Arraes,PE,SOLIDARIEDADE,Sim
2231632-97,Amanda Gentil,MA,PP,Sim
2231632-97,Gilvan Maximo,DF,REPUBLICANOS,Não
2231632-97,Lincoln Portela,MG,PL,Não
2231632-97,Pr. Marco Feliciano,SP,PL,Não
2231632-97,AJ Albuquerque,CE,PP,Sim
2231632-97,Robério Monteiro,CE,PDT,Sim
2231632-97,André Janones,MG,AVANTE,Sim
2231632-97,Roberto Monteiro Pai,RJ,PL,Não
2231632-97,Rui Falcão,SP,PT,Sim
2231632-97,Otto Alencar Filho,BA,PSD,Sim
2231632-97,Alex Santana,BA,REPUBLICANOS,Não
2231632-97,Zé Haroldo Cathedral,RR,PSD,Sim
2231632-97,Lázaro Botelho,TO,PP,Sim
2231632-97,Dr. Benjamim,MA,UNIÃO,Sim
2231632-97,Delegada Katarina,SE,PSD,Sim
2231632-97,Welter,PR,PT,Sim
2231632-97,Eriberto Medeiros,PE,PSB,Sim
2231632-97,Marcelo Calero,RJ,PSD,Sim
2231632-97,Antônio Doido,PA,MDB,Não
2231632-97,Daniela do Waguinho,RJ,UNIÃO,Sim
2231632-97,Rodolfo Nogueira,MS,PL,Não
2231632-97,Félix Mendonça Júnior,BA,PDT,Sim
2231632-97,Vermelho,PR,PL,Não
2231632-97,Rodrigo de Castro,MG,UNIÃO,Sim
2231632-97,Bruno Farias,MG,AVANTE,Sim
2231632-97,Magda Mofatto,GO,PATRIOTA,Não
2231632-97,Delegado Caveira,PA,PL,Não
2231632-97,Andreia Siqueira,PA,MDB,Sim
2231632-97,Waldemar Oliveira,PE,AVANTE,Sim
2231632-97,Iza Arruda,PE,MDB,Sim
2231632-97,Amália Barros,MT,PL,Não
2231632-97,João Carlos Bacelar,BA,PL,Sim
2231632-97,Vinicius Gurgel,AP,PL,Não
2231632-97,Flávio Nogueira,PI,PT,Sim
2231632-97,Maurício Carvalho,RO,UNIÃO,Não
2231632-97,Paulo Litro,PR,PSD,Sim
2231632-97,Patrus Ananias,MG,PT,Sim
2231632-97,Duarte Jr.,MA,PSB,Sim
2231632-97,Marcelo Crivella,RJ,REPUBLICANOS,Não
2231632-97,Mariana Carvalho,MA,REPUBLICANOS,Não
2231632-97,Dr. Luiz Ovando,MS,PP,Não
2231632-97,Delegado Fabio Costa,AL,PP,Não
2231632-97,Bia Kicis,DF,PL,Não
2231632-97,Olival Marques,PA,MDB,Não
2231632-97,Luiz Carlos Busato,RS,UNIÃO,Sim
2231632-97,Duda Ramos,RR,MDB,Sim
2231632-97,Mauricio Marcon,RS,PODE,Não
2231632-97,Luciano Vieira,RJ,PL,Não
2231632-97,Nely Aquino,MG,PODE,Sim
2231632-97,Daniel Freitas,SC,PL,Não
2231632-97,Raimundo Costa,BA,PODE,Sim
2231632-97,Mauro Benevides Filho,CE,PDT,Sim
2231632-97,Messias Donato,ES,REPUBLICANOS,Não
2231632-97,Augusto Puppio,AP,MDB,Sim
2231632-97,Sargento Fahur,PR,PSD,Não
2231632-97,Delegada Adriana Accorsi,GO,PT,Sim
2231632-97,Mauricio Neves,SP,PP,Sim
2231632-97,Paulo Folletto,ES,PSB,Sim
2231632-97,Gerlen Diniz,AC,PP,Não
2231632-97,Rogério Correia,MG,PT,Sim
2231632-97,Jefferson Campos,SP,PL,Não
2231632-97,Heitor Schuch,RS,PSB,Sim
2231632-97,Gilvan da Federal,ES,PL,Não
2231632-97,Clarissa Tércio,PE,PP,Não
2231632-97,Capitão Alden,BA,PL,Não
2231632-97,Mendonça Filho,PE,UNIÃO,Sim
2231632-97,Defensor Stélio Dener,RR,REPUBLICANOS,Não
2231632-97,Matheus Noronha,CE,PL,Não
2231632-97,Cleber Verde,MA,MDB,Sim
2231632-97,Luiz Couto,PB,PT,Sim
2231632-97,Eduardo da Fonte,PE,PP,Sim
2231632-97,Alex Manente,SP,CIDADANIA,Sim
2231632-97,Caroline de Toni,SC,PL,Não
2231632-97,Glaustin da Fokus,GO,PODE,Sim
2231632-97,Nicoletti,RR,UNIÃO,Não
2231632-97,Dal Barreto,BA,UNIÃO,Sim
2231632-97,Coronel Chrisóstomo,RO,PL,Não
2231632-97,Fernando Mineiro,RN,PT,Sim
2231632-97,Julia Zanatta,SC,PL,Não
2231632-97,Afonso Hamm,RS,PP,Não
2231632-97,Marcos Aurélio Sampaio,PI,PSD,Sim
2231632-97,Márcio Jerry,MA,PCdoB,Sim
2231632-97,Leo Prates,BA,PDT,Sim
2231632-97,Juninho do Pneu,RJ,UNIÃO,Sim
2231632-97,Afonso Motta,RS,PDT,Sim
2231632-97,Amaro Neto,ES,REPUBLICANOS,Não
2231632-97,Nikolas Ferreira,MG,PL,Não
2231632-97,Neto Carletto,BA,PP,Sim
2231632-97,Guilherme Uchoa,PE,PSB,Sim
2231632-97,Renan Ferreirinha,RJ,PSD,Sim
2231632-97,Dr. Jaziel,CE,PL,Não
2231632-97,Albuquerque,RR,REPUBLICANOS,Não
2231632-97,Ruy Carneiro,PB,PODE,Sim
2231632-97,Silas Câmara,AM,REPUBLICANOS,Não
2231632-97,Carlos Sampaio,SP,PSDB,Sim
2231632-97,Delegado Paulo Bilynskyj,SP,PL,Não
2231632-97,Carlos Zarattini,SP,PT,Sim
2231632-97,Gabriel Mota,RR,REPUBLICANOS,Não
2231632-97,Luiz Philippe de Orleans e Bragança,SP,PL,Não
2231632-97,Gilberto Abramo,MG,REPUBLICANOS,Não
2231632-97,Jorge Goetten,SC,PL,Não
2231632-97,General Pazuello,RJ,PL,Não
2231632-97,José Guimarães,CE,PT,Sim
2231632-97,Doutor Luizinho,RJ,PP,Sim
2231632-97,Talíria Petrone,RJ,PSOL,Sim
2231632-97,Zé Neto,BA,PT,Sim
2231632-97,Jeferson Rodrigues,GO,REPUBLICANOS,Não
2231632-97,Vinicius Carvalho,SP,REPUBLICANOS,Não
2231632-97,Rosana Valle,SP,PL,Sim
2231632-97,Gilson Daniel,ES,PODE,Sim
2231632-97,Coronel Fernanda,MT,PL,Não
2231632-97,Jonas Donizette,SP,PSB,Sim
2231632-97,Romero Rodrigues,PB,PODE,Sim
2231632-97,Lucio Mosquini,RO,MDB,Não
2231632-97,Rosângela Reis,MG,PL,Não
2231632-97,Bruno Ganem,SP,PODE,Sim
2231632-97,Delegado Palumbo,SP,MDB,Não
2231632-97,Marcelo Moraes,RS,PL,Não
2231632-97,Padre João,MG,PT,Sim
2231632-97,Paulo Guedes,MG,PT,Sim
2231632-97,Franciane Bayer,RS,REPUBLICANOS,Não
2231632-97,Coronel Assis,MT,UNIÃO,Não
2231632-97,João Maia,RN,PP,Sim
2231632-97,Paulo Azi,BA,UNIÃO,Sim
2231632-97,Jack Rocha,ES,PT,Sim
2231632-97,Igor Timo,MG,PODE,Sim
2231632-97,Luiz Nishimori,PR,PSD,Sim
2231632-97,Jorge Solla,BA,PT,Sim
2231632-97,Dimas Fabiano,MG,PP,Sim
2231632-97,Fábio Teruel,SP,MDB,Não
2231632-97,Felipe Carreras,PE,PSB,Sim
2231632-97,Lebrão,RO,UNIÃO,Sim
2231632-97,Luizianne Lins,CE,PT,Sim
2231632-97,Fernanda Pessoa,CE,UNIÃO,Sim
2231632-97,Alice Portugal,BA,PCdoB,Sim
2231632-97,Luiza Erundina,SP,PSOL,Sim
2231632-97,Jorge Braz,RJ,REPUBLICANOS,Não
2231632-97,Zé Trovão,SC,PL,Não
2231632-97,Delegado Ramagem,RJ,PL,Não
2231632-97,Adilson Barroso,SP,PL,Não
2231632-97,Luis Carlos Gomes,RJ,REPUBLICANOS,Não
2231632-97,Professora Luciene Cavalcante,SP,PSOL,Sim
2231632-97,Glauber Braga,RJ,PSOL,Sim
2231632-97,Dr. Victor Linhalis,ES,PODE,Sim
2231632-97,Thiago de Joaldo,SE,PP,Sim
2231632-97,Dandara,MG,PT,Sim
2231632-97,Paulo Freire Costa,SP,PL,Não
2231632-97,Robinson Faria,RN,PL,Sim
2231632-97,Roberta Roma,BA,PL,Não
2231632-97,Diego Garcia,PR,REPUBLICANOS,Não
2231632-97,Rogéria Santos,BA,REPUBLICANOS,Não
2231632-97,Rubens Otoni,GO,PT,Sim
2231632-97,Luciano Amaral,AL,PV,Sim
2231632-97,Tabata Amaral,SP,PSB,Sim
2231632-97,Lucas Ramos,PE,PSB,Sim
2231632-97,Alfredinho,SP,PT,Sim
2231632-97,Natália Bonavides,RN,PT,Sim
2231632-97,Dr. Francisco,PI,PT,Sim
2231632-97,Paulão,AL,PT,Sim
2231632-97,Fernanda Melchionna,RS,PSOL,Sim
2231632-97,Ossesio Silva,PE,REPUBLICANOS,Não
2231632-97,Zucco,RS,REPUBLICANOS,Não
2231632-97,Sonize Barbosa,AP,PL,Não
2231632-97,Leonardo Monteiro,MG,PT,Sim
2231632-97,Miguel Ângelo,MG,PT,Sim
2231632-97,Gustinho Ribeiro,SE,REPUBLICANOS,Não
2231632-97,Fausto Pinato,SP,PP,Sim
2231632-97,Silvia Cristina,RO,PL,Não
2231632-97,Dilceu Sperafico,PR,PP,Não
2231632-97,Giovani Cherini,RS,PL,Não
2231632-97,Ana Paula Lima,SC,PT,Sim
2231632-97,Mauricio do Vôlei,MG,PL,Não
2231632-97,Eduardo Bolsonaro,SP,PL,Não
2231632-97,Washington Quaquá,RJ,PT,Sim
2231632-97,Ricardo Ayres,TO,REPUBLICANOS,Não
2231632-97,Tarcísio Motta,RJ,PSOL,Sim
2231632-97,Silvio Antonio,MA,PL,Não
2231632-97,Chris Tonietto,RJ,PL,Não
2231632-97,Reginaldo Lopes,MG,PT,Sim
2231632-97,General Girão,RN,PL,Não
2231632-97,Sâmia Bomfim,SP,PSOL,Sim
2231632-97,Soraya Santos,RJ,PL,Não
2231632-97,José Medeiros,MT,PL,Não
2231632-97,Daniel Barbosa,AL,PP,Sim
2231632-97,Julio Arcoverde,PI,PP,Sim
2231632-97,Sanderson,RS,PL,Não
2231632-97,Daniela Reinehr,SC,PL,Não
2231632-97,Capitão Augusto,SP,PL,Não
2231632-97,Gervásio Maia,PB,PSB,Sim
2231632-97,Arnaldo Jardim,SP,CIDADANIA,Não
2231632-97,Augusto Coutinho,PE,REPUBLICANOS,Sim
2231632-97,Pedro Aihara,MG,PATRIOTA,Sim
2231632-97,Gutemberg Reis,RJ,MDB,Sim
2231632-97,Reinhold Stephanes,PR,PSD,Não
2231632-97,Pompeo de Mattos,RS,PDT,Sim
2231632-97,Pedro Uczai,SC,PT,Sim
2231632-97,Coronel Telhada,SP,PP,Não
2231632-97,Josenildo,AP,PDT,Sim
2231632-97,Diego Coronel,BA,PSD,Sim
2231632-97,Odair Cunha,MG,PT,Sim
2231632-97,Ana Pimentel,MG,PT,Sim
2231632-97,Eduardo Bismarck,CE,PDT,Sim
2231632-97,Helder Salomão,ES,PT,Sim
2231632-97,Bibo Nunes,RS,PL,Não
2231632-97,Kiko Celeguim,SP,PT,Sim
2231632-97,Mario Frias,SP,PL,Não
2231632-97,Átila Lira,PI,PP,Sim
2231632-97,Waldenor Pereira,BA,PT,Sim
2231632-97,Beto Richa,PR,PSDB,Sim
2231632-97,Adail Filho,AM,REPUBLICANOS,Não
2231632-97,Paulo Magalhães,BA,PSD,Sim
2231632-97,Adriano do Baldy,GO,PP,Sim
2231632-97,Bohn Gass,RS,PT,Sim
2231632-97,Marx Beltrão,AL,PP,Sim
2231632-97,Merlong Solano,PI,PT,Sim
2231632-97,Rafael Brito,AL,MDB,Sim
2231632-97,Lula da Fonte,PE,PP,Sim
2231632-97,Gustavo Gayer,GO,PL,Não
2231632-97,Alfredo Gaspar,AL,UNIÃO,Não
2231632-97,Renildo Calheiros,PE,PCdoB,Sim
2231632-97,Luciano Ducci,PR,PSB,Sim
2231632-97,Antonio Andrade,TO,REPUBLICANOS,Não
2231632-97,Filipe Martins,TO,PL,Não
2231632-97,Márcio Marinho,BA,REPUBLICANOS,Não
2231632-97,Roberto Duarte,AC,REPUBLICANOS,Não
2231632-97,Thiago Flores,RO,MDB,Não
2231632-97,Dr. Zacharias Calil,GO,UNIÃO,Não
2231632-97,Fred Linhares,DF,REPUBLICANOS,Não
2231632-97,Max Lemos,RJ,PDT,Sim
2231632-97,Miguel Lombardi,SP,PL,Não
2231632-97,Pastor Henrique Vieira,RJ,PSOL,Sim
2231632-97,Dimas Gadelha,RJ,PT,Sim
2231632-97,Pedro Campos,PE,PSB,Sim
2231632-97,Ricardo Salles,SP,PL,Não
2231632-97,Bebeto,RJ,PP,Sim
2231632-97,Vicentinho Júnior,TO,PP,Sim
2231632-97,Idilvan Alencar,CE,PDT,Sim
2231632-97,Aureo Ribeiro,RJ,SOLIDARIEDADE,Sim
2231632-97,Prof. Paulo Fernando,DF,REPUBLICANOS,Não
2231632-97,Erika Kokay,DF,PT,Sim
2231632-97,Maria Rosas,SP,REPUBLICANOS,Não
2231632-97,Chico Alencar,RJ,PSOL,Sim
2231632-97,Luiz Gastão,CE,PSD,Sim
2231632-97,Junio Amaral,MG,PL,Não
2231632-97,Aécio Neves,MG,PSDB,Sim
2231632-97,Sóstenes Cavalcante,RJ,PL,Artigo 17
2345281-63,Luiz Nishimori,PR,PSD,Sim
2345281-63,Átila Lira,PI,PP,Sim
2345281-63,Dr. Victor Linhalis,ES,PODE,Sim
2345281-63,Danilo Forte,CE,UNIÃO,Sim
2345281-63,Dr. Luiz Ovando,MS,PP,Sim
2345281-63,Igor Timo,MG,PODE,Sim
2345281-63,Alexandre Lindenmeyer,RS,PT,Sim
2345281-63,Roberto Monteiro Pai,RJ,PL,Não
2345281-63,Paulo Folletto,ES,PSB,Sim
2345281-63,Marcelo Crivella,RJ,REPUBLICANOS,Sim
2345281-63,Maria Rosas,SP,REPUBLICANOS,Sim
2345281-63,Vander Loubet,MS,PT,Sim
2345281-63,Marcelo Moraes,RS,PL,Não
2345281-63,Andreia Siqueira,PA,MDB,Sim
2345281-63,Tião Medeiros,PR,PP,Sim
2345281-63,Welter,PR,PT,Sim
2345281-63,Paulão,AL,PT,Sim
2345281-63,Messias Donato,ES,REPUBLICANOS,Não
2345281-63,Mersinho Lucena,PB,PP,Sim
2345281-63,Dr. Ismael Alexandrino,GO,PSD,Sim
2345281-63,Alfredo Gaspar,AL,UNIÃO,Não
2345281-63,André Ferreira,PE,PL,Não
2345281-63,Orlando Silva,SP,PCdoB,Sim
2345281-63,Aureo Ribeiro,RJ,SOLIDARIEDADE,Sim
2345281-63,Helio Lopes,RJ,PL,Não
2345281-63,André Fernandes,CE,PL,Não
2345281-63,Dal Barreto,BA,UNIÃO,Sim
2345281-63,Reginete Bispo,RS,PT,Sim
2345281-63,Ricardo Maia,BA,MDB,Sim
2345281-63,Paulinho Freire,RN,UNIÃO,Sim
2345281-63,Marcelo Lima,SP,PSB,Sim
2345281-63,Vermelho,PR,PL,Não
2345281-63,Domingos Sávio,MG,PL,Não
2345281-63,Félix Mendonça Júnior,BA,PDT,Sim
2345281-63,Any Ortiz,RS,CIDADANIA,Não
2345281-63,Guilherme Boulos,SP,PSOL,Sim
2345281-63,Carlos Zarattini,SP,PT,Sim
2345281-63,Euclydes Pettersen,MG,REPUBLICANOS,Sim
2345281-63,Alencar Santana,SP,PT,Sim
2345281-63,Acácio Favacho,AP,MDB,Sim
2345281-63,Felipe Becari,SP,UNIÃO,Sim
2345281-63,Daniel Freitas,SC,PL,Não
2345281-63,Lafayette de Andrada,MG,REPUBLICANOS,Sim
2345281-63,Antonio Brito,BA,PSD,Sim
2345281-63,Átila Lins,AM,PSD,Sim
2345281-63,Waldenor Pereira,BA,PT,Sim
2345281-63,Coronel Fernanda,MT,PL,Não
2345281-63,Otto Alencar Filho,BA,PSD,Sim
2345281-63,Alexandre Leite,SP,UNIÃO,Sim
2345281-63,Professora Goreth,AP,PDT,Sim
2345281-63,Airton Faleiro,PA,PT,Sim
2345281-63,Prof. Paulo Fernando,DF,REPUBLICANOS,Não
2345281-63,Dr. Zacharias Calil,GO,UNIÃO,Sim
2345281-63,Zé Neto,BA,PT,Sim
2345281-63,Helena Lima,RR,MDB,Sim
2345281-63,Antônia Lúcia,AC,REPUBLICANOS,Sim
2345281-63,Gleisi Hoffmann,PR,PT,Sim
2345281-63,Jorge Solla,BA,PT,Sim
2345281-63,Fábio Teruel,SP,MDB,Sim
2345281-63,Aécio Neves,MG,PSDB,Sim
2345281-63,Adriana Ventura,SP,NOVO,Não
2345281-63,Dimas Gadelha,RJ,PT,Sim
2345281-63,Aliel Machado,PR,PV,Sim
2345281-63,Gabriel Mota,RR,REPUBLICANOS,Sim
2345281-63,Rubens Pereira Júnior,MA,PT,Sim
2345281-63,Murilo Galdino,PB,REPUBLICANOS,Sim
2345281-63,Washington Quaquá,RJ,PT,Sim
2345281-63,Dr. Frederico,MG,PATRIOTA,Não
2345281-63,Rodolfo Nogueira,MS,PL,Não
2345281-63,Filipe Barros,PR,PL,Não
2345281-63,Franciane Bayer,RS,REPUBLICANOS,Sim
2345281-63,Pastor Diniz,RR,UNIÃO,Não
2345281-63,Julio Arcoverde,PI,PP,Sim
2345281-63,Max Lemos,RJ,PDT,Sim
2345281-63,Ossesio Silva,PE,REPUBLICANOS,Sim
2345281-63,Josivaldo JP,MA,PSD,Sim
2345281-63,Cobalchini,SC,MDB,Sim
2345281-63,Gilberto Abramo,MG,REPUBLICANOS,Sim
2345281-63,André Janones,MG,AVANTE,Sim
2345281-63,Cristiane Lopes,RO,UNIÃO,Sim
2345281-63,Guilherme Uchoa,PE,PSB,Sim
2345281-63,Lucas Ramos,PE,PSB,Sim
2345281-63,Eunício Oliveira,CE,MDB,Sim
2345281-63,João Carlos Bacelar,BA,PL,Sim
2345281-63,Afonso Motta,RS,PDT,Sim
2345281-63,Damião Feliciano,PB,UNIÃO,Sim
2345281-63,Mauricio Marcon,RS,PODE,Não
2345281-63,Valmir Assunção,BA,PT,Sim
2345281-63,Capitão Alberto Neto,AM,PL,Não
2345281-63,Mendonça Filho,PE,UNIÃO,Sim
2345281-63,Julio Lopes,RJ,PP,Sim
2345281-63,Jonas Donizette,SP,PSB,Sim
2345281-63,Bohn Gass,RS,PT,Sim
2345281-63,Zezinho Barbary,AC,PP,Sim
2345281-63,Alfredinho,SP,PT,Sim
2345281-63,Sargento Portugal,RJ,PODE,Sim
2345281-63,Dr. Fernando Máximo,RO,UNIÃO,Não
2345281-63,Paulo Abi-Ackel,MG,PSDB,Sim
2345281-63,Roseana Sarney,MA,MDB,Sim
2345281-63,Diego Andrade,MG,PSD,Sim
2345281-63,Vitor Lippi,SP,PSDB,Sim
2345281-63,Fábio Macedo,MA,PODE,Sim
2345281-63,Idilvan Alencar,CE,PDT,Sim
2345281-63,General Pazuello,RJ,PL,Não
2345281-63,Samuel Viana,MG,PL,Sim
2345281-63,Pompeo de Mattos,RS,PDT,Sim
2345281-63,Aluisio Mendes,MA,REPUBLICANOS,Não
2345281-63,Jones Moura,RJ,PSD,Sim
2345281-63,Maria do Rosário,RS,PT,Não
2345281-63,Amaro Neto,ES,REPUBLICANOS,Sim
2345281-63,Coronel Assis,MT,UNIÃO,Não
2345281-63,Mauricio Neves,SP,PP,Sim
2345281-63,Delegado Éder Mauro,PA,PL,Não
2345281-63,Wilson Santiago,PB,REPUBLICANOS,Sim
2345281-63,Adriano do Baldy,GO,PP,Sim
2345281-63,José Guimarães,CE,PT,Sim
2345281-63,Rogéria Santos,BA,REPUBLICANOS,Sim
2345281-63,Paulo Magalhães,BA,PSD,Sim
2345281-63,Natália Bonavides,RN,PT,Sim
2345281-63,Júlio Cesar,PI,PSD,Sim
2345281-63,Marcos Soares,RJ,UNIÃO,Sim
2345281-63,Rafael Prudente,DF,MDB,Sim
2345281-63,Dimas Fabiano,MG,PP,Sim
2345281-63,Newton Cardoso Jr,MG,MDB,Sim
2345281-63,Gerlen Diniz,AC,PP,Não
2345281-63,Dani Cunha,RJ,UNIÃO,Sim
2345281-63,Clarissa Tércio,PE,PP,Não
2345281-63,Emanuel Pinheiro Neto,MT,MDB,Sim
2345281-63,Chris Tonietto,RJ,PL,Não
2345281-63,David Soares,SP,UNIÃO,Sim
2345281-63,Celso Russomanno,SP,REPUBLICANOS,Sim
2345281-63,Sergio Souza,PR,MDB,Sim
2345281-63,João Maia,RN,PL,Sim
2345281-63,Rafael Brito,AL,MDB,Sim
2345281-63,Luciano Bivar,PE,UNIÃO,Sim
2345281-63,Leur Lomanto Júnior,BA,UNIÃO,Sim
2345281-63,Rosangela Moro,SP,UNIÃO,Não
2345281-63,Gilson Daniel,ES,PODE,Sim
2345281-63,Neto Carletto,BA,PP,Sim
2345281-63,Ivoneide Caetano,BA,PT,Sim
2345281-63,Luiza Erundina,SP,PSOL,Sim
2345281-63,Antonio Carlos Rodrigues,SP,PL,Não
2345281-63,Alexandre Guimarães,TO,REPUBLICANOS,Sim
2345281-63,Pedro Westphalen,RS,PP,Sim
2345281-63,Nikolas Ferreira,MG,PL,Não
2345281-63,Camila Jara,MS,PT,Sim
2345281-63,Talíria Petrone,RJ,PSOL,Sim
2345281-63,Márcio Honaiser,MA,PDT,Sim
2345281-63,Carlos Gomes,RS,REPUBLICANOS,Sim
2345281-63,Augusto Coutinho,PE,REPUBLICANOS,Sim
2345281-63,Fred Linhares,DF,REPUBLICANOS,Sim
2345281-63,Capitão Augusto,SP,PL,Não
2345281-63,Henderson Pinto,PA,MDB,Sim
2345281-63,Ivan Valente,SP,PSOL,Sim
2345281-63,Delegada Ione,MG,AVANTE,Sim
2345281-63,Juninho do Pneu,RJ,UNIÃO,Sim
2345281-63,Florentino Neto,PI,PT,Sim
2345281-63,Elcione Barbalho,PA,MDB,Sim
2345281-63,Lázaro Botelho,TO,PP,Sim
2345281-63,Tiririca,SP,PL,Sim
2345281-63,Covatti Filho,RS,PP,Não
2345281-63,Fernando Mineiro,RN,PT,Sim
2345281-63,Pastor Eurico,PE,PL,Não
2345281-63,Glauber Braga,RJ,PSOL,Sim
2345281-63,Silvia Waiãpi,AP,PL,Não
