id_votacao,id_dep,nome,uf,partido,voto
2231632-97,72442,Felipe Carreras,PE,PSB,Sim
2231632-97,220600,Lebrão,RO,UNIÃO,Sim
2231632-97,178866,Luizianne Lins,CE,PT,Sim
2231632-97,220656,Fernanda Pessoa,CE,UNIÃO,Sim
2231632-97,74057,Alice Portugal,BA,PCdoB,Sim
2231632-97,74784,Luiza Erundina,SP,PSOL,Sim
2231632-97,205550,Jorge Braz,RJ,REPUBLICANOS,Não
2231632-97,220558,Zé Trovão,SC,PL,Não
2231632-97,220619,Delegado Ramagem,RJ,PL,Não
2231632-97,221328,Adilson Barroso,SP,PL,Não
2231632-97,222429,Luis Carlos Gomes,RJ,REPUBLICANOS,Não
2231632-97,221338,Professora Luciene Cavalcante,SP,PSOL,Sim
2231632-97,152605,Glauber Braga,RJ,PSOL,Sim
2231632-97,220528,Dr. Victor Linhalis,ES,PODE,Sim
2231632-97,220560,Thiago de Joaldo,SE,PP,Sim
2231632-97,220629,Dandara,MG,PT,Sim
2231632-97,160558,Paulo Freire Costa,SP,PL,Não
2231632-97,220624,Robinson Faria,RN,PL,Sim
2231632-97,220693,Roberta Roma,BA,PL,Não
2231632-97,178929,Diego Garcia,PR,REPUBLICANOS,Não
2231632-97,220695,Rogéria Santos,BA,REPUBLICANOS,Não
2231632-97,74371,Rubens Otoni,GO,PT,Sim
2231632-97,220581,Luciano Amaral,AL,PV,Sim
2231632-97,204534,Tabata Amaral,SP,PSB,Sim
2231632-97,220662,Lucas Ramos,PE,PSB,Sim
2231632-97,221148,Alfredinho,SP,PT,Sim
2231632-97,204453,Natália Bonavides,RN,PT,Sim
2231632-97,220688,Dr. Francisco,PI,PT,Sim
2231632-97,171617,Paulão,AL,PT,Sim
2231632-97,204407,Fernanda Melchionna,RS,PSOL,Sim
2231632-97,204422,Ossesio Silva,PE,REPUBLICANOS,Não
2231632-97,220552,Zucco,RS,REPUBLICANOS,Não
2231632-97,220575,Sonize Barbosa,AP,PL,Não
2231632-97,74156,Leonardo Monteiro,MG,PT,Sim
2231632-97,171786,Miguel Ângelo,MG,PT,Sim
2231632-97,204408,Gustinho Ribeiro,SE,REPUBLICANOS,Não
2231632-97,66828,Fausto Pinato,SP,PP,Sim
2231632-97,204360,Silvia Cristina,RO,PL,Não
2231632-97,73768,Dilceu Sperafico,PR,PP,Não
2231632-97,160673,Giovani Cherini,RS,PL,Não
2231632-97,220556,Ana Paula Lima,SC,PT,Sim
2231632-97,220628,Mauricio do Vôlei,MG,PL,Não
2231632-97,92346,Eduardo Bolsonaro,SP,PL,Não
2231632-97,220601,Washington Quaquá,RJ,PT,Sim
2231632-97,220543,Ricardo Ayres,TO,REPUBLICANOS,Não
2231632-97,220598,Tarcísio Motta,RJ,PSOL,Sim
2231632-97,227310,Silvio Antonio,MA,PL,Não
2231632-97,204462,Chris Tonietto,RJ,PL,Não
2231632-97,74161,Reginaldo Lopes,MG,PT,Sim
2231632-97,204473,General Girão,RN,PL,Não
2231632-97,204535,Sâmia Bomfim,SP,PSOL,Sim
2231632-97,178946,Soraya Santos,RJ,PL,Não
2231632-97,204472,José Medeiros,MT,PL,Não
2231632-97,220582,Daniel Barbosa,AL,PP,Sim
2231632-97,66385,Julio Arcoverde,PI,PP,Sim
2231632-97,204416,Sanderson,RS,PL,Não
2231632-97,220557,Daniela Reinehr,SC,PL,Não
2231632-97,178829,Capitão Augusto,SP,PL,Não
2231632-97,204394,Gervásio Maia,PB,PSB,Sim
2231632-97,141391,Arnaldo Jardim,SP,CIDADANIA,Não
2231632-97,160665,Augusto Coutinho,PE,REPUBLICANOS,Sim
2231632-97,220630,Pedro Aihara,MG,PATRIOTA,Sim
2231632-97,204456,Gutemberg Reis,RJ,MDB,Sim
2231632-97,205865,Reinhold Stephanes,PR,PSD,Não
2231632-97,73486,Pompeo de Mattos,RS,PDT,Sim
2231632-97,160604,Pedro Uczai,SC,PT,Sim
2231632-97,222142,Coronel Telhada,SP,PP,Não
2231632-97,220578,Josenildo,AP,PDT,Sim
2231632-97,220691,Diego Coronel,BA,PSD,Sim
2231632-97,74159,Odair Cunha,MG,PT,Sim
2231632-97,220632,Ana Pimentel,MG,PT,Sim
2231632-97,204541,Eduardo Bismarck,CE,PDT,Sim
2231632-97,178873,Helder Salomão,ES,PT,Sim
2231632-97,204388,Bibo Nunes,RS,PL,Não
2231632-97,162067,Kiko Celeguim,SP,PT,Sim
2231632-97,220655,Mario Frias,SP,PL,Não
2231632-97,123086,Átila Lira,PI,PP,Sim
2231632-97,160569,Waldenor Pereira,BA,PT,Sim
2231632-97,220683,Beto Richa,PR,PSDB,Sim
2231632-97,220714,Adail Filho,AM,REPUBLICANOS,Não
2231632-97,74574,Paulo Magalhães,BA,PSD,Sim
2231632-97,121948,Adriano do Baldy,GO,PP,Sim
2231632-97,160538,Bohn Gass,RS,PT,Sim
2231632-97,178843,Marx Beltrão,AL,PP,Sim
2231632-97,188097,Merlong Solano,PI,PT,Sim
2231632-97,220586,Rafael Brito,AL,MDB,Sim
2231632-97,220669,Lula da Fonte,PE,PP,Sim
2231632-97,220568,Gustavo Gayer,GO,PL,Não
2231632-97,220576,Alfredo Gaspar,AL,UNIÃO,Não
2231632-97,73801,Renildo Calheiros,PE,PCdoB,Sim
2231632-97,178931,Luciano Ducci,PR,PSB,Sim
2231632-97,220544,Antonio Andrade,TO,REPUBLICANOS,Não
2231632-97,220545,Filipe Martins,TO,PL,Não
2231632-97,150418,Márcio Marinho,BA,REPUBLICANOS,Não
2231632-97,220588,Roberto Duarte,AC,REPUBLICANOS,Não
2231632-97,220597,Thiago Flores,RO,MDB,Não
2231632-97,204412,Dr. Zacharias Calil,GO,UNIÃO,Não
2231632-97,220534,Fred Linhares,DF,REPUBLICANOS,Não
2231632-97,220607,Max Lemos,RJ,PDT,Sim
2231632-97,178985,Miguel Lombardi,SP,PL,Não
2231632-97,220615,Pastor Henrique Vieira,RJ,PSOL,Sim
2231632-97,220602,Dimas Gadelha,RJ,PT,Sim
2231632-97,220667,Pedro Campos,PE,PSB,Sim
2231632-97,220633,Ricardo Salles,SP,PL,Não
2231632-97,220612,Bebeto,RJ,PP,Sim
2231632-97,137070,Vicentinho Júnior,TO,PP,Sim
2231632-97,204533,Idilvan Alencar,CE,PDT,Sim
2231632-97,160512,Aureo Ribeiro,RJ,SOLIDARIEDADE,Sim
2231632-97,89536,Prof. Paulo Fernando,DF,REPUBLICANOS,Não
2231632-97,160575,Erika Kokay,DF,PT,Sim
2231632-97,204540,Maria Rosas,SP,REPUBLICANOS,Não
2231632-97,74171,Chico Alencar,RJ,PSOL,Sim
2231632-97,220658,Luiz Gastão,CE,PSD,Sim
2231632-97,204520,Junio Amaral,MG,PL,Não
2231632-97,74646,Aécio Neves,MG,PSDB,Sim
2231632-97,178947,Sóstenes Cavalcante,RJ,PL,Artigo 17
2345281-63,162332,Luiz Nishimori,PR,PSD,Sim
2345281-63,123086,Átila Lira,PI,PP,Sim
2345281-63,220528,Dr. Victor Linhalis,ES,PODE,Sim
2345281-63,62881,Danilo Forte,CE,UNIÃO,Sim
2345281-63,204351,Dr. Luiz Ovando,MS,PP,Sim
2345281-63,204508,Igor Timo,MG,PODE,Sim
2345281-63,220554,Alexandre Lindenmeyer,RS,PT,Sim
2345281-63,220613,Roberto Monteiro Pai,RJ,PL,Não
2345281-63,160517,Paulo Folletto,ES,PSB,Sim
2345281-63,220599,Marcelo Crivella,RJ,REPUBLICANOS,Sim
2345281-63,204540,Maria Rosas,SP,REPUBLICANOS,Sim
2345281-63,74376,Vander Loubet,MS,PT,Sim
2345281-63,133810,Marcelo Moraes,RS,PL,Não
2345281-63,220676,Andreia Siqueira,PA,MDB,Sim
2345281-63,220684,Tião Medeiros,PR,PP,Sim
2345281-63,224333,Welter,PR,PT,Sim
2345281-63,171617,Paulão,AL,PT,Sim
2345281-63,220530,Messias Donato,ES,REPUBLICANOS,Não
2345281-63,220585,Mersinho Lucena,PB,PP,Sim
2345281-63,220570,Dr. Ismael Alexandrino,GO,PSD,Sim
2345281-63,220576,Alfredo Gaspar,AL,UNIÃO,Não
2345281-63,204423,André Ferreira,PE,PL,Não
2345281-63,178987,Orlando Silva,SP,PCdoB,Sim
2345281-63,160512,Aureo Ribeiro,RJ,SOLIDARIEDADE,Sim
2345281-63,204444,Helio Lopes,RJ,PL,Não
2345281-63,220657,André Fernandes,CE,PL,Não
2345281-63,220692,Dal Barreto,BA,UNIÃO,Sim
2345281-63,221378,Reginete Bispo,RS,PT,Sim
2345281-63,220694,Ricardo Maia,BA,MDB,Sim
2345281-63,220627,Paulinho Freire,RN,UNIÃO,Sim
2345281-63,220634,Marcelo Lima,SP,PSB,Sim
2345281-63,204396,Vermelho,PR,PL,Não
2345281-63,160758,Domingos Sávio,MG,PL,Não
2345281-63,160666,Félix Mendonça Júnior,BA,PDT,Sim
2345281-63,220549,Any Ortiz,RS,CIDADANIA,Não
2345281-63,220639,Guilherme Boulos,SP,PSOL,Sim
2345281-63,141398,Carlos Zarattini,SP,PT,Sim
2345281-63,204482,Euclydes Pettersen,MG,REPUBLICANOS,Sim
2345281-63,204501,Alencar Santana,SP,PT,Sim
2345281-63,204379,Acácio Favacho,AP,MDB,Sim
2345281-63,220646,Felipe Becari,SP,UNIÃO,Sim
2345281-63,204367,Daniel Freitas,SC,PL,Não
2345281-63,98057,Lafayette de Andrada,MG,REPUBLICANOS,Sim
2345281-63,160553,Antonio Brito,BA,PSD,Sim
2345281-63,74090,Átila Lins,AM,PSD,Sim
2345281-63,160569,Waldenor Pereira,BA,PT,Sim
2345281-63,220595,Coronel Fernanda,MT,PL,Não
2345281-63,204573,Otto Alencar Filho,BA,PSD,Sim
2345281-63,160545,Alexandre Leite,SP,UNIÃO,Sim
2345281-63,220580,Professora Goreth,AP,PDT,Sim
2345281-63,204495,Airton Faleiro,PA,PT,Sim
2345281-63,89536,Prof. Paulo Fernando,DF,REPUBLICANOS,Não
2345281-63,204412,Dr. Zacharias Calil,GO,UNIÃO,Sim
2345281-63,204559,Zé Neto,BA,PT,Sim
2345281-63,220537,Helena Lima,RR,MDB,Sim
2345281-63,123756,Antônia Lúcia,AC,REPUBLICANOS,Sim
2345281-63,107283,Gleisi Hoffmann,PR,PT,Sim
2345281-63,178857,Jorge Solla,BA,PT,Sim
2345281-63,220653,Fábio Teruel,SP,MDB,Sim
2345281-63,74646,Aécio Neves,MG,PSDB,Sim
2345281-63,204528,Adriana Ventura,SP,NOVO,Não
2345281-63,220602,Dimas Gadelha,RJ,PT,Sim
2345281-63,178927,Aliel Machado,PR,PV,Sim
2345281-63,224117,Gabriel Mota,RR,REPUBLICANOS,Sim
2345281-63,178887,Rubens Pereira Júnior,MA,PT,Sim
2345281-63,220584,Murilo Galdino,PB,REPUBLICANOS,Sim
2345281-63,220601,Washington Quaquá,RJ,PT,Sim
2345281-63,204518,Dr. Frederico,MG,PATRIOTA,Não
2345281-63,220546,Rodolfo Nogueira,MS,PL,Não
2345281-63,204411,Filipe Barros,PR,PL,Não
2345281-63,220551,Franciane Bayer,RS,REPUBLICANOS,Sim
2345281-63,180214,Pastor Diniz,RR,UNIÃO,Não
2345281-63,66385,Julio Arcoverde,PI,PP,Sim
2345281-63,220607,Max Lemos,RJ,PDT,Sim
2345281-63,204422,Ossesio Silva,PE,REPUBLICANOS,Sim
2345281-63,215043,Josivaldo JP,MA,PSD,Sim
2345281-63,98148,Cobalchini,SC,MDB,Sim
2345281-63,204491,Gilberto Abramo,MG,REPUBLICANOS,Sim
2345281-63,204515,André Janones,MG,AVANTE,Sim
2345281-63,220608,Cristiane Lopes,RO,UNIÃO,Sim
2345281-63,220664,Guilherme Uchoa,PE,PSB,Sim
2345281-63,220662,Lucas Ramos,PE,PSB,Sim
2345281-63,74454,Eunício Oliveira,CE,MDB,Sim
2345281-63,141458,João Carlos Bacelar,BA,PL,Sim
2345281-63,178835,Afonso Motta,RS,PDT,Sim
2345281-63,74467,Damião Feliciano,PB,UNIÃO,Sim
2345281-63,220550,Mauricio Marcon,RS,PODE,Não
2345281-63,160610,Valmir Assunção,BA,PT,Sim
2345281-63,204572,Capitão Alberto Neto,AM,PL,Não
2345281-63,74428,Mendonça Filho,PE,UNIÃO,Sim
2345281-63,74253,Julio Lopes,RJ,PP,Sim
2345281-63,160548,Jonas Donizette,SP,PSB,Sim
2345281-63,160538,Bohn Gass,RS,PT,Sim
2345281-63,220592,Zezinho Barbary,AC,PP,Sim
2345281-63,221148,Alfredinho,SP,PT,Sim
2345281-63,220618,Sargento Portugal,RJ,PODE,Sim
2345281-63,220610,Dr. Fernando Máximo,RO,UNIÃO,Não
2345281-63,141516,Paulo Abi-Ackel,MG,PSDB,Sim
2345281-63,73806,Roseana Sarney,MA,MDB,Sim
2345281-63,160588,Diego Andrade,MG,PSD,Sim
2345281-63,178992,Vitor Lippi,SP,PSDB,Sim
2345281-63,220681,Fábio Macedo,MA,PODE,Sim
2345281-63,204533,Idilvan Alencar,CE,PDT,Sim
2345281-63,220611,General Pazuello,RJ,PL,Não
2345281-63,220631,Samuel Viana,MG,PL,Sim
2345281-63,73486,Pompeo de Mattos,RS,PDT,Sim
2345281-63,178881,Aluisio Mendes,MA,REPUBLICANOS,Não
2345281-63,217480,Jones Moura,RJ,PSD,Sim
2345281-63,74398,Maria do Rosário,RS,PT,Não
2345281-63,204356,Amaro Neto,ES,REPUBLICANOS,Sim
2345281-63,220594,Coronel Assis,MT,UNIÃO,Não
2345281-63,220647,Mauricio Neves,SP,PP,Sim
2345281-63,178908,Delegado Éder Mauro,PA,PL,Não
2345281-63,74044,Wilson Santiago,PB,REPUBLICANOS,Sim
2345281-63,121948,Adriano do Baldy,GO,PP,Sim
2345281-63,141470,José Guimarães,CE,PT,Sim
2345281-63,220695,Rogéria Santos,BA,REPUBLICANOS,Sim
2345281-63,74574,Paulo Magalhães,BA,PSD,Sim
2345281-63,204453,Natália Bonavides,RN,PT,Sim
2345281-63,74317,Júlio Cesar,PI,PSD,Sim
2345281-63,178943,Marcos Soares,RJ,UNIÃO,Sim
2345281-63,220532,Rafael Prudente,DF,MDB,Sim
2345281-63,160599,Dimas Fabiano,MG,PP,Sim
2345281-63,178896,Newton Cardoso Jr,MG,MDB,Sim
2345281-63,220587,Gerlen Diniz,AC,PP,Não
2345281-63,220603,Dani Cunha,RJ,UNIÃO,Sim
2345281-63,220665,Clarissa Tércio,PE,PP,Não
2345281-63,198783,Emanuel Pinheiro Neto,MT,MDB,Sim
2345281-63,204462,Chris Tonietto,RJ,PL,Não
2345281-63,204511,David Soares,SP,UNIÃO,Sim
2345281-63,73441,Celso Russomanno,SP,REPUBLICANOS,Sim
2345281-63,178933,Sergio Souza,PR,MDB,Sim
2345281-63,141459,João Maia,RN,PL,Sim
2345281-63,220586,Rafael Brito,AL,MDB,Sim
2345281-63,74478,Luciano Bivar,PE,UNIÃO,Sim
2345281-63,92102,Leur Lomanto Júnior,BA,UNIÃO,Sim
2345281-63,220644,Rosangela Moro,SP,UNIÃO,Não
2345281-63,220529,Gilson Daniel,ES,PODE,Sim
2345281-63,220703,Neto Carletto,BA,PP,Sim
2345281-63,220696,Ivoneide Caetano,BA,PT,Sim
2345281-63,74784,Luiza Erundina,SP,PSOL,Sim
2345281-63,220638,Antonio Carlos Rodrigues,SP,PL,Não
2345281-63,220542,Alexandre Guimarães,TO,REPUBLICANOS,Sim
2345281-63,204406,Pedro Westphalen,RS,PP,Sim
2345281-63,209787,Nikolas Ferreira,MG,PL,Não
2345281-63,220548,Camila Jara,MS,PT,Sim
2345281-63,204464,Talíria Petrone,RJ,PSOL,Sim
2345281-63,220687,Márcio Honaiser,MA,PDT,Sim
2345281-63,178962,Carlos Gomes,RS,REPUBLICANOS,Sim
2345281-63,160665,Augusto Coutinho,PE,REPUBLICANOS,Sim
2345281-63,220534,Fred Linhares,DF,REPUBLICANOS,Sim
2345281-63,178829,Capitão Augusto,SP,PL,Não
2345281-63,220672,Henderson Pinto,PA,MDB,Sim
2345281-63,73531,Ivan Valente,SP,PSOL,Sim
2345281-63,220625,Delegada Ione,MG,AVANTE,Sim
2345281-63,204457,Juninho do Pneu,RJ,UNIÃO,Sim
2345281-63,220700,Florentino Neto,PI,PT,Sim
2345281-63,74075,Elcione Barbalho,PA,MDB,Sim
2345281-63,141480,Lázaro Botelho,TO,PP,Sim
2345281-63,160976,Tiririca,SP,PL,Sim
2345281-63,178963,Covatti Filho,RS,PP,Não
2345281-63,204445,Fernando Mineiro,RN,PT,Sim
2345281-63,160642,Pastor Eurico,PE,PL,Não
2345281-63,152605,Glauber Braga,RJ,PSOL,Sim
2345281-63,220579,Silvia Waiãpi,AP,PL,Não
2345281-63,220675,Antônio Doido,PA,MDB,Sim
2345281-63,220616,Luciano Vieira,RJ,PL,Não
2345281-63,220632,Ana Pimentel,MG,PT,Sim
2345281-63,141421,Eduardo da Fonte,PE,PP,Sim
2345281-63,220674,Dra. Alessandra Haber,PA,MDB,Sim
2345281-63,220712,Fausto Santos Jr.,AM,UNIÃO,Sim
2345281-63,223128,Rodrigo Estacho,PR,PSD,Sim
2345281-63,74161,Reginaldo Lopes,MG,PT,Sim
2345281-63,204498,Olival Marques,PA,MDB,Sim
2345281-63,220677,Keniston Braga,PA,MDB,Sim
2345281-63,141555,Vinicius Carvalho,SP,REPUBLICANOS,Sim
2345281-63,160635,Ruy Carneiro,PB,PODE,Sim
2345281-63,166402,Magda Mofatto,GO,PATRIOTA,Não
2345281-63,178929,Diego Garcia,PR,REPUBLICANOS,Não
2345281-63,220598,Tarcísio Motta,RJ,PSOL,Sim
2345281-63,73433,Arlindo Chinaglia,SP,PT,Sim
2345281-63,205550,Jorge Braz,RJ,REPUBLICANOS,Sim
2345281-63,204394,Gervásio Maia,PB,PSB,Sim
2345281-63,220574,Cabo Gilberto Silva,PB,PL,Não
2345281-63,220648,Marangoni,SP,UNIÃO,Sim
2345281-63,72442,Felipe Carreras,PE,PSB,Sim
2345281-63,220620,Rosângela Reis,MG,PL,Não
2345281-63,220668,Maria Arraes,PE,SOLIDARIEDADE,Sim
2345281-63,222429,Luis Carlos Gomes,RJ,REPUBLICANOS,Sim
2345281-63,178931,Luciano Ducci,PR,PSB,Sim
2345281-63,74160,Patrus Ananias,MG,PT,Sim
2345281-63,204486,Mauro Benevides Filho,CE,PDT,Sim
2345281-63,204534,Tabata Amaral,SP,PSB,Sim
2345281-63,150418,Márcio Marinho,BA,REPUBLICANOS,Sim
2345281-63,171623,Fabio Reis,SE,PSD,Sim
2345281-63,204524,Pinheirinho,MG,PP,Sim
2345281-63,74041,Luiz Couto,PB,PT,Sim
2345281-63,220539,Defensor Stélio Dener,RR,REPUBLICANOS,Sim
2345281-63,220531,Gilvan Maximo,DF,REPUBLICANOS,Sim
2345281-63,74043,Wellington Roberto,PB,PL,Não
2345281-63,73604,Rui Falcão,SP,PT,Sim
2345281-63,204472,José Medeiros,MT,PL,Não
2345281-63,220671,Dilvanda Faro,PA,PT,Sim
2345281-63,221329,Ricardo Abrão,RJ,UNIÃO,Sim
2345281-63,220577,Augusto Puppio,AP,MDB,Sim
2345281-63,204374,Bia Kicis,DF,PL,Não
2345281-63,74141,Josias Gomes,BA,PT,Sim
2345281-63,220673,Delegado Caveira,PA,PL,Não
2345281-63,220714,Adail Filho,AM,REPUBLICANOS,Sim
2345281-63,220704,Carol Dartora,PR,PT,Sim
2345281-63,220553,Denise Pessôa,RS,PT,Sim
2345281-63,220567,Jeferson Rodrigues,GO,REPUBLICANOS,Sim
2345281-63,221339,Dr. Benjamim,MA,UNIÃO,Sim
2345281-63,179001,Márcio Biolchi,RS,MDB,Sim
2345281-63,204460,Carlos Jordy,RJ,PL,Não
2345281-63,218086,Ely Santos,SP,REPUBLICANOS,Sim
2345281-63,220571,Daniel Agrobom,GO,PL,Não
2345281-63,220690,Capitão Alden,BA,PL,Não
2345281-63,178966,Geovania de Sá,SC,PSDB,Sim
2345281-63,179000,Marcelo Álvaro Antônio,MG,PL,Não
2345281-63,74550,João Leão,BA,PP,Sim
2345281-63,153423,Renilce Nicodemos,PA,MDB,Sim
2345281-63,220645,Erika Hilton,SP,PSOL,Sim
2345281-63,220544,Antonio Andrade,TO,REPUBLICANOS,Sim
2345281-63,220640,Juliana Cardoso,SP,PT,Sim
2345281-63,220702,Geraldo Mendes,PR,UNIÃO,Sim
2345281-63,221328,Adilson Barroso,SP,PL,Não
2345281-63,204360,Silvia Cristina,RO,PL,Não
2345281-63,220583,Delegado Fabio Costa,AL,PP,Sim
2345281-63,220651,Simone Marquetto,SP,MDB,Sim
2345281-63,204427,Fernando Rodolfo,PE,PL,Não
2345281-63,204459,Daniela do Waguinho,RJ,UNIÃO,Sim
2345281-63,220588,Roberto Duarte,AC,REPUBLICANOS,Sim
2345281-63,156190,Marcel van Hattem,RS,NOVO,Não
2345281-63,178993,Carlos Henrique Gaguim,TO,UNIÃO,Sim
2345281-63,204441,Otoni de Paula,RJ,MDB,Não
2345281-63,220590,Coronel Ulysses,AC,UNIÃO,Não
2345281-63,74273,Jefferson Campos,SP,PL,Não
2345281-63,103758,Luciano Azevedo,RS,PSD,Sim
2345281-63,220559,Julia Zanatta,SC,PL,Não
2345281-63,160575,Erika Kokay,DF,PT,Sim
2345281-63,141411,Dagoberto Nogueira,MS,PSDB,Sim
2345281-63,204398,Felipe Francischini,PR,UNIÃO,Sim
2345281-63,220656,Fernanda Pessoa,CE,UNIÃO,Sim
2345281-63,220682,Tadeu Veneri,PR,PT,Sim
2345281-63,204390,Professor Alcides,GO,PL,Não
2345281-63,204365,Gilson Marques,SC,NOVO,Não
2345281-63,220581,Luciano Amaral,AL,PV,Sim
2345281-63,220619,Delegado Ramagem,RJ,PL,Não
2345281-63,204388,Bibo Nunes,RS,PL,Não
2345281-63,220543,Ricardo Ayres,TO,REPUBLICANOS,Sim
2345281-63,157130,Túlio Gadêlha,PE,REDE,Sim
2345281-63,161440,Pezenti,SC,MDB,Não
2345281-63,220691,Diego Coronel,BA,PSD,Sim
2345281-63,160601,Pr. Marco Feliciano,SP,PL,Não
2345281-63,204474,Juarez Costa,MT,MDB,Sim
2345281-63,204507,Carla Zambelli,SP,PL,Não
2345281-63,204408,Gustinho Ribeiro,SE,REPUBLICANOS,Sim
2345281-63,220545,Filipe Martins,TO,PL,Não
2345281-63,220575,Sonize Barbosa,AP,PL,Não
2345281-63,80815,Leo Prates,BA,PDT,Sim
2345281-63,204364,Eli Borges,TO,PL,Não
2345281-63,204570,Pastor Gil,MA,PL,Não
2345281-63,220649,Delegado da Cunha,SP,PP,Sim
2345281-63,74374,Geraldo Resende,MS,PSDB,Sim
2345281-63,73768,Dilceu Sperafico,PR,PP,Sim
2345281-63,204497,Júnior Ferrari,PA,PSD,Sim
2345281-63,220547,Marcos Pollon,MS,PL,Não
2345281-63,220600,Lebrão,RO,UNIÃO,Sim
2345281-63,220666,Coronel Meira,PE,PL,Não
2345281-63,220713,Saullo Vianna,AM,UNIÃO,Sim
2345281-63,204361,Carlos Chiodini,SC,MDB,Sim
2345281-63,204485,Luiz Carlos Motta,SP,PL,Não
2345281-63,160535,Marcon,RS,PT,Sim
2345281-63,204410,Luisa Canziani,PR,PSD,Sim
2345281-63,178858,Mário Negromonte Jr.,BA,PP,Sim
2345281-63,178934,Toninho Wandscheer,PR,PP,Sim
2345281-63,204541,Eduardo Bismarck,CE,PDT,Sim
2345281-63,219585,Marco Brasil,PR,PP,Sim
2345281-63,220655,Mario Frias,SP,PL,Não
2345281-63,81055,Márcio Jerry,MA,PCdoB,Sim
2345281-63,204395,Pedro Lupion,PR,PP,Não
2345281-63,141487,Luiz Fernando Faria,MG,PSD,Sim
2345281-63,73778,Luiz Carlos Hauly,PR,PODE,Sim
2345281-63,74060,Daniel Almeida,BA,PCdoB,Sim
2345281-63,178986,Nilto Tatto,SP,PT,Sim
2345281-63,220708,Gabriel Nunes,BA,PSD,Sim
2345281-63,73579,Alberto Fraga,DF,PL,Não
2345281-63,160556,Padre João,MG,PT,Sim
2345281-63,220565,Delegada Adriana Accorsi,GO,PT,Sim
2345281-63,160161,Marcelo Queiroz,RJ,PP,Sim
2345281-63,210989,Bruno Farias,MG,AVANTE,Sim
2345281-63,109429,Benes Leocádio,RN,UNIÃO,Sim
2345281-63,141531,Rodrigo de Castro,MG,UNIÃO,Sim
2345281-63,204355,Da Vitoria,ES,PP,Sim
2345281-63,204419,Glaustin da Fokus,GO,PODE,Sim
2345281-63,220552,Zucco,RS,REPUBLICANOS,Não
2345281-63,214694,Jorge Goetten,SC,PL,Não
2345281-63,160673,Giovani Cherini,RS,PL,Não
2345281-63,204480,Rogério Correia,MG,PT,Sim
2345281-63,204536,Kim Kataguiri,SP,UNIÃO,Não
2345281-63,66828,Fausto Pinato,SP,PP,Sim
2345281-63,220624,Robinson Faria,RN,PL,Sim
2345281-63,104552,Socorro Neri,AC,PP,Sim
2345281-63,220693,Roberta Roma,BA,PL,Não
2345281-63,160629,Romero Rodrigues,PB,PODE,Sim
2345281-63,220568,Gustavo Gayer,GO,PL,Não
2345281-63,220617,Murillo Gouvea,RJ,UNIÃO,Sim
2345281-63,220661,Matheus Noronha,CE,PL,Sim
2345281-63,220612,Bebeto,RJ,PP,Sim
2345281-63,92699,Fernando Monteiro,PE,PP,Sim
2345281-63,160598,Flávia Morais,GO,PDT,Sim
2345281-63,204407,Fernanda Melchionna,RS,PSOL,Sim
2345281-63,74585,Lincoln Portela,MG,PL,Não
2345281-63,204479,Nicoletti,RR,UNIÃO,Não
2345281-63,92776,Stefano Aguiar,MG,PSD,Sim
2345281-63,74171,Chico Alencar,RJ,PSOL,Sim
2345281-63,220685,Paulo Litro,PR,PSD,Sim
2345281-63,178983,Marcio Alvino,SP,PL,Não
2345281-63,204416,Sanderson,RS,PL,Não
2345281-63,204553,Pastor Sargento Isidório,BA,AVANTE,Sim
2345281-63,220606,Reimont,RJ,PT,Sim
2345281-63,220701,Delegado Matheus Laiola,PR,UNIÃO,Sim
2345281-63,74079,José Priante,PA,MDB,Sim
2345281-63,178909,Hélio Leite,PA,UNIÃO,Sim
2345281-63,220566,Lêda Borges,GO,PSDB,Sim
2345281-63,220630,Pedro Aihara,MG,PATRIOTA,Sim
2345281-63,69871,Bacelar,BA,PV,Sim
2345281-63,220615,Pastor Henrique Vieira,RJ,PSOL,Sim
2345281-63,204455,Luiz Lima,RJ,PL,Não
2345281-63,220589,Eduardo Velloso,AC,UNIÃO,Não
2345281-63,220626,Rafael Simoes,MG,UNIÃO,Não
2345281-63,137070,Vicentinho Júnior,TO,PP,Sim
2345281-63,160632,Zé Silva,MG,SOLIDARIEDADE,Sim
2345281-63,220652,Delegado Palumbo,SP,MDB,Não
2345281-63,220557,Daniela Reinehr,SC,PL,Não
2345281-63,122974,Pedro Lucas Fernandes,MA,UNIÃO,Sim
2345281-63,220582,Daniel Barbosa,AL,PP,Sim
2345281-63,178985,Miguel Lombardi,SP,PL,Não
2345281-63,220706,Padovani,PR,UNIÃO,Sim
2345281-63,178910,Joaquim Passarinho,PA,PL,Não
2345281-63,204504,Cezinha de Madureira,SP,PSD,Sim
2345281-63,160591,Vinicius Gurgel,AP,PL,Não
2345281-63,160604,Pedro Uczai,SC,PT,Sim
2345281-63,220578,Josenildo,AP,PDT,Sim
2345281-63,204387,Sargento Fahur,PR,PSD,Não
2345281-63,204473,General Girão,RN,PL,Não
2345281-63,204492,Paulo Guedes,MG,PT,Sim
2345281-63,220526,Gilvan da Federal,ES,PL,Não
2345281-63,220635,Bruno Ganem,SP,PODE,Sim
2345281-63,220667,Pedro Campos,PE,PSB,Sim
2345281-63,220533,Prof. Reginaldo Veras,DF,PV,Sim
2345281-63,220556,Ana Paula Lima,SC,PT,Sim
